Van (datum);Van (tijdstip);Tot (datum);Tot (tijdstip);EAN-code;Meter;Metertype;Register;Volume;Eenheid;Validatiestatus;Calorische bovenwaarde;Omschrijving
16-03-2024;16:00:00;16-03-2024;17:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
16-03-2024;17:00:00;16-03-2024;18:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,011;m³;Uitgelezen;;
16-03-2024;17:00:00;16-03-2024;18:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,125;kWh;Uitgelezen;Definitief;
16-03-2024;18:00:00;16-03-2024;19:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,066;m³;Uitgelezen;;
16-03-2024;18:00:00;16-03-2024;19:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,750;kWh;Uitgelezen;Definitief;
16-03-2024;19:00:00;16-03-2024;20:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,417;m³;Uitgelezen;;
16-03-2024;19:00:00;16-03-2024;20:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;4,736;kWh;Uitgelezen;Definitief;
16-03-2024;20:00:00;16-03-2024;21:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,568;m³;Uitgelezen;;
16-03-2024;20:00:00;16-03-2024;21:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;6,451;kWh;Uitgelezen;Definitief;
16-03-2024;21:00:00;16-03-2024;22:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,149;m³;Uitgelezen;;
16-03-2024;21:00:00;16-03-2024;22:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;1,692;kWh;Uitgelezen;Definitief;
16-03-2024;22:00:00;16-03-2024;23:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,803;m³;Uitgelezen;;
16-03-2024;22:00:00;16-03-2024;23:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;9,120;kWh;Uitgelezen;Definitief;
16-03-2024;23:00:00;17-03-2024;00:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,571;m³;Uitgelezen;;
16-03-2024;23:00:00;17-03-2024;00:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;6,485;kWh;Uitgelezen;Definitief;
17-03-2024;00:00:00;17-03-2024;01:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
17-03-2024;00:00:00;17-03-2024;01:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
17-03-2024;01:00:00;17-03-2024;02:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
17-03-2024;01:00:00;17-03-2024;02:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
17-03-2024;02:00:00;17-03-2024;03:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
17-03-2024;02:00:00;17-03-2024;03:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
17-03-2024;03:00:00;17-03-2024;04:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,033;m³;Uitgelezen;;
17-03-2024;03:00:00;17-03-2024;04:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,375;kWh;Uitgelezen;Definitief;
17-03-2024;04:00:00;17-03-2024;05:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,086;m³;Uitgelezen;;
17-03-2024;04:00:00;17-03-2024;05:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,977;kWh;Uitgelezen;Definitief;
17-03-2024;05:00:00;17-03-2024;06:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,686;m³;Uitgelezen;;
17-03-2024;05:00:00;17-03-2024;06:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;7,791;kWh;Uitgelezen;Definitief;
17-03-2024;06:00:00;17-03-2024;07:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,664;m³;Uitgelezen;;
17-03-2024;06:00:00;17-03-2024;07:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;7,541;kWh;Uitgelezen;Definitief;
17-03-2024;07:00:00;17-03-2024;08:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
17-03-2024;07:00:00;17-03-2024;08:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
17-03-2024;08:00:00;17-03-2024;09:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
17-03-2024;08:00:00;17-03-2024;09:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
17-03-2024;09:00:00;17-03-2024;10:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
17-03-2024;09:00:00;17-03-2024;10:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
17-03-2024;10:00:00;17-03-2024;11:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,046;m³;Uitgelezen;;
17-03-2024;10:00:00;17-03-2024;11:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,522;kWh;Uitgelezen;Definitief;
17-03-2024;11:00:00;17-03-2024;12:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
17-03-2024;11:00:00;17-03-2024;12:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
17-03-2024;12:00:00;17-03-2024;13:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,105;m³;Uitgelezen;;
17-03-2024;12:00:00;17-03-2024;13:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;1,193;kWh;Uitgelezen;Definitief;
17-03-2024;13:00:00;17-03-2024;14:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,069;m³;Uitgelezen;;
17-03-2024;13:00:00;17-03-2024;14:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,784;kWh;Uitgelezen;Definitief;
17-03-2024;14:00:00;17-03-2024;15:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
17-03-2024;14:00:00;17-03-2024;15:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
17-03-2024;15:00:00;17-03-2024;16:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
17-03-2024;15:00:00;17-03-2024;16:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
17-03-2024;16:00:00;17-03-2024;17:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
17-03-2024;16:00:00;17-03-2024;17:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
17-03-2024;17:00:00;17-03-2024;18:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
17-03-2024;17:00:00;17-03-2024;18:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
17-03-2024;18:00:00;17-03-2024;19:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,219;m³;Uitgelezen;;
17-03-2024;18:00:00;17-03-2024;19:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;2,487;kWh;Uitgelezen;Definitief;
17-03-2024;19:00:00;17-03-2024;20:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
17-03-2024;19:00:00;17-03-2024;20:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
17-03-2024;20:00:00;17-03-2024;21:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,273;m³;Uitgelezen;;
17-03-2024;20:00:00;17-03-2024;21:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;3,101;kWh;Uitgelezen;Definitief;
17-03-2024;21:00:00;17-03-2024;22:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,002;m³;Uitgelezen;;
17-03-2024;21:00:00;17-03-2024;22:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,023;kWh;Uitgelezen;Definitief;
17-03-2024;22:00:00;17-03-2024;23:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
17-03-2024;22:00:00;17-03-2024;23:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
17-03-2024;23:00:00;18-03-2024;00:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,048;m³;Uitgelezen;;
17-03-2024;23:00:00;18-03-2024;00:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,545;kWh;Uitgelezen;Definitief;
18-03-2024;00:00:00;18-03-2024;01:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,452;m³;Uitgelezen;;
18-03-2024;00:00:00;18-03-2024;01:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;5,133;kWh;Uitgelezen;Definitief;
18-03-2024;01:00:00;18-03-2024;02:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,795;m³;Uitgelezen;;
18-03-2024;01:00:00;18-03-2024;02:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;9,029;kWh;Uitgelezen;Definitief;
18-03-2024;02:00:00;18-03-2024;03:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,536;m³;Uitgelezen;;
18-03-2024;02:00:00;18-03-2024;03:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;6,087;kWh;Uitgelezen;Definitief;
18-03-2024;03:00:00;18-03-2024;04:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-03-2024;03:00:00;18-03-2024;04:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-03-2024;04:00:00;18-03-2024;05:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-03-2024;04:00:00;18-03-2024;05:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-03-2024;05:00:00;18-03-2024;06:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-03-2024;05:00:00;18-03-2024;06:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-03-2024;06:00:00;18-03-2024;07:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-03-2024;06:00:00;18-03-2024;07:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-03-2024;07:00:00;18-03-2024;08:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,064;m³;Uitgelezen;;
18-03-2024;07:00:00;18-03-2024;08:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,727;kWh;Uitgelezen;Definitief;
18-03-2024;08:00:00;18-03-2024;09:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,033;m³;Uitgelezen;;
18-03-2024;08:00:00;18-03-2024;09:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,375;kWh;Uitgelezen;Definitief;
18-03-2024;09:00:00;18-03-2024;10:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-03-2024;09:00:00;18-03-2024;10:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-03-2024;10:00:00;18-03-2024;11:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-03-2024;10:00:00;18-03-2024;11:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-03-2024;11:00:00;18-03-2024;12:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-03-2024;11:00:00;18-03-2024;12:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-03-2024;12:00:00;18-03-2024;13:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-03-2024;12:00:00;18-03-2024;13:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-03-2024;13:00:00;18-03-2024;14:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-03-2024;13:00:00;18-03-2024;14:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-03-2024;14:00:00;18-03-2024;15:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-03-2024;14:00:00;18-03-2024;15:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-03-2024;15:00:00;18-03-2024;16:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-03-2024;15:00:00;18-03-2024;16:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-03-2024;16:00:00;18-03-2024;17:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-03-2024;16:00:00;18-03-2024;17:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-03-2024;17:00:00;18-03-2024;18:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-03-2024;17:00:00;18-03-2024;18:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-03-2024;18:00:00;18-03-2024;19:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,026;m³;Uitgelezen;;
18-03-2024;18:00:00;18-03-2024;19:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,295;kWh;Uitgelezen;Definitief;
18-03-2024;19:00:00;18-03-2024;20:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,027;m³;Uitgelezen;;
18-03-2024;19:00:00;18-03-2024;20:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,307;kWh;Uitgelezen;Definitief;
18-03-2024;20:00:00;18-03-2024;21:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-03-2024;20:00:00;18-03-2024;21:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-03-2024;21:00:00;18-03-2024;22:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,029;m³;Uitgelezen;;
18-03-2024;21:00:00;18-03-2024;22:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,329;kWh;Uitgelezen;Definitief;
18-03-2024;22:00:00;18-03-2024;23:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,050;m³;Uitgelezen;;
18-03-2024;22:00:00;18-03-2024;23:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,568;kWh;Uitgelezen;Definitief;
18-03-2024;23:00:00;19-03-2024;00:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,768;m³;Uitgelezen;;
18-03-2024;23:00:00;19-03-2024;00:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;8,722;kWh;Uitgelezen;Definitief;
19-03-2024;00:00:00;19-03-2024;01:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,341;m³;Uitgelezen;;
19-03-2024;00:00:00;19-03-2024;01:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;3,873;kWh;Uitgelezen;Definitief;
19-03-2024;01:00:00;19-03-2024;02:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
19-03-2024;01:00:00;19-03-2024;02:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
19-03-2024;02:00:00;19-03-2024;03:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
19-03-2024;02:00:00;19-03-2024;03:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
19-03-2024;03:00:00;19-03-2024;04:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
19-03-2024;03:00:00;19-03-2024;04:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
19-03-2024;04:00:00;19-03-2024;05:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,026;m³;Uitgelezen;;
19-03-2024;04:00:00;19-03-2024;05:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,295;kWh;Uitgelezen;Definitief;
19-03-2024;05:00:00;19-03-2024;06:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,107;m³;Uitgelezen;;
19-03-2024;05:00:00;19-03-2024;06:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;1,215;kWh;Uitgelezen;Definitief;
19-03-2024;06:00:00;19-03-2024;07:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,106;m³;Uitgelezen;;
19-03-2024;06:00:00;19-03-2024;07:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;1,204;kWh;Uitgelezen;Definitief;
19-03-2024;07:00:00;19-03-2024;08:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,101;m³;Uitgelezen;;
19-03-2024;07:00:00;19-03-2024;08:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;1,147;kWh;Uitgelezen;Definitief;
19-03-2024;08:00:00;19-03-2024;09:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,504;m³;Uitgelezen;;
19-03-2024;08:00:00;19-03-2024;09:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;5,724;kWh;Uitgelezen;Definitief;
19-03-2024;09:00:00;19-03-2024;10:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
19-03-2024;09:00:00;19-03-2024;10:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
19-03-2024;10:00:00;19-03-2024;11:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
19-03-2024;10:00:00;19-03-2024;11:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
19-03-2024;11:00:00;19-03-2024;12:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
19-03-2024;11:00:00;19-03-2024;12:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
19-03-2024;12:00:00;19-03-2024;13:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
19-03-2024;12:00:00;19-03-2024;13:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
19-03-2024;13:00:00;19-03-2024;14:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
19-03-2024;13:00:00;19-03-2024;14:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
19-03-2024;14:00:00;19-03-2024;15:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
19-03-2024;14:00:00;19-03-2024;15:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
19-03-2024;15:00:00;19-03-2024;16:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
19-03-2024;15:00:00;19-03-2024;16:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
19-03-2024;16:00:00;19-03-2024;17:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
19-03-2024;16:00:00;19-03-2024;17:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
19-03-2024;17:00:00;19-03-2024;18:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
19-03-2024;17:00:00;19-03-2024;18:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
19-03-2024;18:00:00;19-03-2024;19:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,354;m³;Uitgelezen;;
19-03-2024;18:00:00;19-03-2024;19:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;4,020;kWh;Uitgelezen;Definitief;
19-03-2024;19:00:00;19-03-2024;20:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,288;m³;Uitgelezen;;
19-03-2024;19:00:00;19-03-2024;20:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;3,271;kWh;Uitgelezen;Definitief;
19-03-2024;20:00:00;19-03-2024;21:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
19-03-2024;20:00:00;19-03-2024;21:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
19-03-2024;21:00:00;19-03-2024;22:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
19-03-2024;21:00:00;19-03-2024;22:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
19-03-2024;22:00:00;19-03-2024;23:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
19-03-2024;22:00:00;19-03-2024;23:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
19-03-2024;23:00:00;20-03-2024;00:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,368;m³;Uitgelezen;;
19-03-2024;23:00:00;20-03-2024;00:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;4,179;kWh;Uitgelezen;Definitief;
20-03-2024;00:00:00;20-03-2024;01:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,784;m³;Uitgelezen;;
20-03-2024;00:00:00;20-03-2024;01:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;8,904;kWh;Uitgelezen;Definitief;
20-03-2024;01:00:00;20-03-2024;02:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,312;m³;Uitgelezen;;
20-03-2024;01:00:00;20-03-2024;02:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;3,543;kWh;Uitgelezen;Definitief;
20-03-2024;02:00:00;20-03-2024;03:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
20-03-2024;02:00:00;20-03-2024;03:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
20-03-2024;03:00:00;20-03-2024;04:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
